route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
20,10522:15-7-127,STAN-S1-6_43587835,"Art-sur-Meurthe",,1,2002,10522$STAN-87$69,,
20,10522:15-7-127,STAN-S1-6_43587836,"Art-sur-Meurthe",,1,2003,10522$STAN-87$69,,
20,10522:15-7-127,STAN-S1-6_43587837,"Art-sur-Meurthe",,1,2002,10522$STAN-87$69,,
1,10522:15-7-127,STAN-S1-6_43602309,"Essey Mouzimpré",,0,101,10522$STAN-62$1,,
20,10522:15-7-127,STAN-S1-6_43587838,"Art-sur-Meurthe",,1,2003,10522$STAN-87$69,,
20,10522:15-7-127,STAN-S1-6_43587839,"Art-sur-Meurthe",,1,2002,10522$STAN-87$69,,
20,10522:15-7-127,STAN-S1-6_43587840,"Art-sur-Meurthe",,1,2004,10522$STAN-87$69,,
20,10522:15-7-127,STAN-S1-6_43587841,"Art-sur-Meurthe",,1,2002,10522$STAN-87$69,,
20,10522:15-7-127,STAN-S1-6_43587842,"Art-sur-Meurthe",,1,2003,10522$STAN-87$69,,
20,10522:15-7-127,STAN-S1-6_43587843,"Art-sur-Meurthe",,1,2002,10522$STAN-87$69,,
20,10522:15-7-127,STAN-S1-6_43587844,"Art-sur-Meurthe",,1,2004,10522$STAN-87$69,,
20,10522:15-7-127,STAN-S1-6_43587845,"Art-sur-Meurthe",,1,2003,10522$STAN-87$69,,
20,10522:16-7-16,STAN-S1-6_53587826,"Art-sur-Meurthe",,1,2002,10522$STAN-87$69,,
